               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 157,            0.021237,            0.020044,           0.0064482,             0.59454,             0.53458,             0.52841,             0.40189,            0.024793,            0.052993,            0.015613,            0.002278,            0.002278,            0.002278
                 158,            0.021181,            0.019643,           0.0063011,             0.60872,              0.5429,             0.54449,             0.40921,            0.024786,            0.053063,            0.015381,           0.0022285,           0.0022285,           0.0022285
                 159,            0.020994,            0.019506,           0.0062427,              0.6016,             0.53936,             0.54436,             0.40919,            0.024782,            0.053341,            0.015388,            0.002179,            0.002179,            0.002179
                 160,            0.021135,            0.019546,           0.0063202,             0.59999,             0.54882,             0.54306,             0.40979,            0.024814,             0.05364,             0.01538,           0.0021295,           0.0021295,           0.0021295
                 161,            0.020883,            0.019655,           0.0062751,             0.71442,             0.49442,             0.54252,             0.40952,            0.024808,             0.05325,            0.015416,             0.00208,             0.00208,             0.00208
                 162,            0.020964,            0.019623,           0.0062225,             0.60261,             0.53688,              0.5456,               0.409,            0.024808,            0.053188,            0.015239,           0.0020305,           0.0020305,           0.0020305
                 163,            0.020718,            0.019282,           0.0062617,             0.60987,             0.52579,             0.54136,             0.40899,            0.024752,            0.052751,            0.015248,            0.001981,            0.001981,            0.001981
                 164,            0.020686,            0.019654,           0.0061849,             0.60894,             0.50851,             0.53792,             0.40966,            0.024758,            0.053306,            0.014854,           0.0019315,           0.0019315,           0.0019315
                 165,            0.020538,            0.019406,           0.0062247,             0.62662,             0.51409,             0.53854,             0.41178,              0.0248,            0.053562,            0.014707,            0.001882,            0.001882,            0.001882
                 166,            0.020497,            0.019186,           0.0060121,             0.60782,             0.52696,             0.53395,             0.41102,            0.024823,            0.053992,            0.014892,           0.0018325,           0.0018325,           0.0018325
                 167,            0.020605,            0.019331,           0.0061078,             0.63439,             0.47777,             0.53198,             0.40843,            0.024818,            0.054029,            0.015126,            0.001783,            0.001783,            0.001783
                 168,            0.020659,            0.019349,           0.0061568,             0.64177,             0.47141,             0.53062,             0.40711,            0.024757,            0.053805,            0.015329,           0.0017335,           0.0017335,           0.0017335
                 169,            0.020376,            0.018969,           0.0062137,             0.71168,             0.47431,             0.52728,             0.40705,            0.024798,            0.053863,            0.015298,            0.001684,            0.001684,            0.001684
                 170,            0.020626,            0.019439,           0.0061638,             0.71053,             0.47406,             0.52733,             0.40615,            0.024768,            0.053806,            0.015205,           0.0016345,           0.0016345,           0.0016345
                 171,            0.020387,            0.018756,           0.0060283,             0.73223,             0.48596,              0.5364,             0.40488,             0.02471,            0.053406,             0.01543,            0.001585,            0.001585,            0.001585
                 172,            0.020525,            0.019235,           0.0061024,             0.73975,             0.48522,             0.53098,              0.4015,            0.024728,            0.053494,            0.015738,           0.0015355,           0.0015355,           0.0015355
                 173,            0.020411,            0.019086,           0.0059897,             0.71868,             0.47523,             0.52096,             0.40132,            0.024722,            0.053415,            0.015877,            0.001486,            0.001486,            0.001486
                 174,            0.020273,            0.018874,            0.006126,             0.59697,             0.49925,             0.52174,             0.40037,            0.024711,            0.053533,            0.016164,           0.0014365,           0.0014365,           0.0014365
                 175,            0.020318,            0.019192,           0.0060498,             0.66997,             0.50715,              0.5204,             0.39959,            0.024738,            0.053647,            0.015986,            0.001387,            0.001387,            0.001387
                 176,            0.020342,             0.01928,           0.0059344,             0.68791,             0.50611,             0.52153,             0.39995,            0.024733,            0.053815,            0.016027,           0.0013375,           0.0013375,           0.0013375
                 177,            0.020355,            0.018869,           0.0059383,             0.72226,             0.50325,             0.53128,             0.40051,            0.024682,            0.053457,             0.01602,            0.001288,            0.001288,            0.001288
                 178,            0.020455,            0.019006,           0.0061056,             0.73695,             0.48347,             0.53272,             0.40191,            0.024707,            0.053674,            0.016059,           0.0012385,           0.0012385,           0.0012385
                 179,            0.020154,            0.018867,           0.0058257,              0.6703,             0.48141,             0.53425,             0.40223,            0.024719,            0.053787,            0.016137,            0.001189,            0.001189,            0.001189
                 180,            0.020047,            0.018579,           0.0058453,             0.65775,               0.486,             0.53568,             0.40362,             0.02472,            0.053732,            0.016136,           0.0011395,           0.0011395,           0.0011395
                 181,            0.020331,            0.018804,           0.0060232,             0.73321,             0.47928,             0.53123,             0.40328,            0.024743,            0.053844,             0.01611,             0.00109,             0.00109,             0.00109
                 182,            0.020004,            0.018531,           0.0058948,             0.74891,             0.47455,             0.53176,             0.40324,            0.024738,            0.053753,            0.016035,           0.0010405,           0.0010405,           0.0010405
                 183,            0.020026,            0.018802,           0.0058648,             0.72598,             0.46938,             0.52539,             0.40207,            0.024754,            0.054031,            0.016058,            0.000991,            0.000991,            0.000991
                 184,            0.019951,             0.01868,            0.005995,             0.72092,             0.45801,             0.51719,             0.39739,            0.024785,            0.054215,            0.016258,           0.0009415,           0.0009415,           0.0009415
                 185,            0.020046,            0.018769,           0.0059746,             0.71667,             0.45992,             0.51599,             0.39752,            0.024798,            0.054219,            0.016279,            0.000892,            0.000892,            0.000892
                 186,            0.019979,            0.018647,           0.0058205,             0.71356,             0.46717,             0.51529,             0.39729,            0.024791,            0.054207,            0.016294,           0.0008425,           0.0008425,           0.0008425
                 187,            0.019961,            0.018879,           0.0058619,             0.71199,             0.46687,             0.51595,             0.39782,            0.024777,            0.054193,            0.016164,            0.000793,            0.000793,            0.000793
                 188,            0.019887,            0.018698,           0.0058014,             0.70902,             0.46907,             0.51848,             0.39891,            0.024783,            0.054326,            0.016252,           0.0007435,           0.0007435,           0.0007435
                 189,            0.019732,            0.018906,           0.0058185,              0.7093,             0.47208,             0.51691,             0.39784,            0.024786,            0.054334,            0.016428,            0.000694,            0.000694,            0.000694
                 190,            0.019804,            0.018632,             0.00594,             0.69853,              0.4744,             0.51932,             0.39724,            0.024789,            0.054337,            0.016647,           0.0006445,           0.0006445,           0.0006445
                 191,            0.019777,            0.018649,           0.0058396,             0.70499,             0.46674,             0.51648,             0.39598,            0.024807,             0.05444,            0.016663,            0.000595,            0.000595,            0.000595
                 192,            0.019632,            0.018377,           0.0058729,             0.70176,             0.46501,             0.51295,              0.3959,            0.024814,            0.054524,            0.016605,           0.0005455,           0.0005455,           0.0005455
                 193,            0.019799,            0.018604,           0.0059224,             0.69504,             0.46847,             0.51316,             0.39658,            0.024822,             0.05464,            0.016584,            0.000496,            0.000496,            0.000496
                 194,            0.019842,            0.018362,           0.0058448,             0.68909,             0.47109,             0.51126,             0.39669,            0.024835,            0.054708,            0.016617,           0.0004465,           0.0004465,           0.0004465
                 195,            0.019525,            0.018614,           0.0057035,             0.70026,             0.46972,              0.5137,             0.39681,            0.024839,            0.054674,             0.01667,            0.000397,            0.000397,            0.000397
                 196,            0.019636,             0.01834,           0.0058416,             0.69984,             0.47074,             0.51236,             0.39617,             0.02486,            0.054725,            0.016764,           0.0003475,           0.0003475,           0.0003475
                 197,            0.019613,             0.01844,           0.0058349,             0.70211,             0.46922,             0.51393,             0.39662,            0.024855,             0.05466,            0.016748,            0.000298,            0.000298,            0.000298
                 198,            0.019417,            0.018134,           0.0057807,              0.7014,             0.46973,             0.51361,             0.39734,            0.024862,            0.054681,            0.016767,           0.0002485,           0.0002485,           0.0002485
                 199,            0.019605,            0.018233,           0.0058332,              0.7164,             0.46574,             0.51705,             0.39799,            0.024866,            0.054719,            0.016742,            0.000199,            0.000199,            0.000199
